date,val
831231,208
840101,39
840102,285
840103,1174
840104,513
840105,513
840106,208
840107,818
840108,0
840110,0
840112,823
840113,1123
840115,0
840116,818
840117,571
840118,818
840215,1496
840302,3577
840303,2891
840306,2561
840307,2952
840308,1720
840310,3195
840311,3256
840312,0
840313,2647
840314,3126
840317,3282
840318,3473
840320,2363
840322,3787
840324,0
840325,2037
840326,0
840328,2037
840329,2501
840330,3308
840331,4729
840401,1732
840402,3256
840403,2037
840404,2412
840406,2037
840407,4780
840408,2647
840410,1123
840412,2647
840413,2037
840414,2952
840416,1513
840418,4844
840419,4171
840421,2647
840424,2773
840425,4080
840426,4807
840427,513
840428,2037
840429,0
840430,2342
840501,3265
840502,4544
840503,0
840504,4536
840505,3388
840506,3895
840507,3680
840508,2156
840510,4210
840511,3866
840512,3536
840513,4476
840514,4780
840515,3519
840516,2037
840517,208
840518,3256
840519,3978
840520,3032
840521,3492
840523,3479
840524,3256
840525,5085
840526,4734
840527,4476
840528,4476
840529,2042
840530,3256
840531,818
840601,818
840602,0
840603,4476
840604,513
840605,3792
840606,0
840607,2972
840608,3256
840609,4180
840610,3090
840611,4888
840612,4571
840613,4240
840614,513
840615,2647
840617,2647
840618,3256
840619,818
840620,2647
840621,3256
840622,4270
840623,4476
840624,3861
840625,2037
840626,1566
840627,1123
840628,3323
840629,3256
840630,3256
840701,4177
840702,3000
840703,3817
840704,0
840705,3256
840706,3256
840707,0
840708,3341
840709,3683
840710,3256
840711,0
840712,818
840713,3492
840714,3256
840715,2647
840716,2037
840717,2647
840718,264
840719,3256
840720,3873
840721,4280
840723,2647
840725,513
840725,513
840726,3103
840727,2037
840728,2037
840729,1123
840730,3256
840731,3387
840801,0
840803,208
840804,1565
840805,3256
840806,1553
840807,1546
840808,513
840809,1732
840810,2647
840811,2037
840812,2647
840813,2037
840814,2037
840816,2037
840817,2952
840818,3071
840819,2957
840820,513
840821,1531
840822,3256
840824,979
840825,2037
840826,513
840827,2037
840828,3256
840829,2811
840830,0
840831,3348
840901,3505
840902,2073
840903,3442
840904,3256
840905,3396
840906,3345
840907,2037
840908,3256
840909,2926
840910,2866
840911,3601
840912,0
840913,2037
840914,3256
840917,2647
840918,1583
840919,3471
840920,3634
840921,3592
840922,1732
840923,818
840924,3306
840925,3256
840926,0
840927,329
840928,1732
840929,513
840930,961
841001,1123
841002,1732
841003,2997
841004,354
841005,0
841006,2718
841009,3533
841010,3278
841011,2890
841012,926
841013,1123
841014,1462
841015,343
841016,299
841017,1417
841018,0
841019,0
841020,1123
841021,827
841022,513
841023,513
841024,513
841025,68
841026,1219
841027,513
841028,2288
841029,1481
841030,818
841031,818
841101,2840
841102,1546
841103,1123
841104,1448
841105,959
841106,513
841107,327
841108,1123
841109,0
841110,2647
841111,513
841113,818
841115,1483
841117,208
841118,843
841119,208
841120,0
841122,531
841123,0
841124,0
841125,208
841126,818
841128,1460
841129,513
841130,2342
841201,2038
841202,1396
841203,1123
841205,208
841206,818
841207,513
841208,317
841209,229
841210,957
841211,383
841212,208
841213,0
841215,0
841217,380
841218,19
841219,0
841220,97
841221,208
841222,818
841223,640
841224,98
841225,0
841226,0
841227,0
841229,513
841230,1186
841231,513
850101,0
850102,208
850103,818
850105,208
850106,513
850107,0
850108,0
850109,0
850110,208
850112,0
850113,513
850114,387
850115,513
850116,513
850117,1123
850118,900
850119,513
850120,513
850121,909
850123,537
850124,0
850125,0
850126,851
850127,208
850128,1393
850129,1741
850130,2504
850131,2342
850202,1428
850205,1123
850206,1124
850208,1123
850209,1434
850210,0
850211,1184
850212,818
850213,1307
850214,0
850218,2342
850219,1505
850220,0
850221,1353
850222,3105
850223,2647
850224,0
850225,1181
850227,1484
850228,1489
850301,253
850302,1199
850303,1372
850304,2647
850305,1405
850306,1123
850307,0
850308,0
850309,0
850311,0
850312,0
850313,0
850314,2952
850315,1933
850316,208
850317,1473
850318,2037
850320,818
850321,2647
850324,2342
850326,4378
850328,3691
850329,3990
850330,3840
850331,2952
850402,2037
850403,2397
850404,4185
850406,3341
850408,1540
850409,2952
850410,3348
850411,1495
850412,3256
850413,4476
850417,513
850418,0
850419,0
850420,0
850421,3503
850422,0
850423,208
850426,5085
850428,2382
850429,513
850430,1302
850501,2725
850502,2156
850503,2037
850504,2647
850505,1494
850506,2868
850507,3256
850508,2647
850510,2647
850511,4691
850514,2721
850515,2037
850516,2647
850517,2877
850518,2123
850519,0
850522,0
850523,0
850524,2037
850525,0
850526,1732
850527,2647
850530,2952
850531,2309
850601,208
850602,4558
850603,3256
850604,0
850605,2261
850606,1511
850607,3619
850608,4118
850609,2647
850611,4586
850612,2037
850613,1123
850614,4476
850615,4270
850616,3916
850617,4290
850618,4476
850619,1123
850620,3866
850622,4476
850624,4290
850625,1510
850626,3881
850627,1775
850628,3013
850629,3256
850630,5085
850701,4735
850702,5261
850703,513
850704,3389
850705,2342
850706,4704
850707,1428
850708,3634
850709,4350
850710,3749
850711,3418
850712,1123
850713,3256
850714,2647
850715,208
850717,2189
850718,3694
850719,2647
850720,2037
850721,2772
850722,3256
850723,3256
850724,2394
850725,3256
850725,3256
850726,3256
850727,2647
850728,3274
850729,818
850730,513
850731,1123
850801,2768
850802,2647
850803,0
850804,2037
850805,2647
850806,3256
850807,3256
850808,4476
850809,2647
850810,2647
850811,1561
850812,2037
850813,3046
850814,3614
850815,4499
850816,4220
850817,4060
850818,4567
850819,3256
850820,2647
850821,1732
850822,2783
850823,3561
850824,4476
850825,3366
850826,3256
850827,4340
850828,4330
850829,3866
850830,4685
850901,3256
850902,3857
850903,0
850904,2127
850905,1510
850906,3072
850907,3893
850908,3256
850910,3730
850911,3951
850912,2037
850913,1551
850914,2647
850915,3256
850916,1539
850917,0
850918,2647
850919,904
850921,0
850922,1484
850923,3256
850924,2342
850925,3198
850926,2831
850927,1510
850928,818
850929,0
850930,2315
851001,942
851002,2518
851003,2037
851005,1428
851006,1123
851007,2187
851008,1425
851009,2647
851010,0
851011,0
851012,1817
851013,1152
851014,2037
851016,0
851017,0
851018,533
851019,513
851020,2037
851022,0
851023,2273
851024,0
851026,208
851027,1123
851028,2169
851029,1123
851030,3661
851031,0
851101,0
851102,2224
851103,1645
851104,1123
851105,818
851106,2167
851107,1123
851108,1480
851110,2493
851112,2037
851113,513
851114,818
851115,1432
851116,1308
851118,818
851121,0
851122,2037
851123,0
851124,0
851125,0
851126,513
851127,0
851128,0
851129,0
851130,1365
851201,0
851202,818
851203,208
851204,1623
851205,1538
851206,0
851207,2647
851208,1195
851209,3573
851210,556
851212,1123
851214,1123
851215,0
851216,513
851217,965
851218,513
851219,0
851220,0
851221,513
851222,513
851223,818
851225,513
851226,818
851227,1123
851228,208
851229,818
851231,0
860101,0
860102,513
860103,818
860104,421
860105,0
860106,397
860107,0
860109,563
860113,818
860114,513
860115,0
860116,1457
860117,951
860118,1508
860119,0
860121,513
860122,1123
860123,513
860124,208
860125,818
860127,513
860128,513
860129,818
860130,1123
860131,818
860201,2277
860202,1123
860203,1123
860204,2647
860208,513
860210,0
860211,567
860212,0
860213,208
860214,0
860215,0
860216,0
860217,2037
860219,2037
860220,0
860221,3171
860222,3256
860223,1495
860225,1558
860227,2074
860228,1153
860301,818
860302,1501
860305,2479
860306,3575
860307,2647
860308,3437
860309,1123
860310,3256
860311,1835
860312,0
860314,1752
860315,1123
860316,2342
860317,4619
860319,2647
860324,2037
860325,3789
860326,3256
860330,0
860331,3256
860401,0
860404,1732
860405,2750
860407,2037
860408,2037
860409,513
860413,0
860414,2923
860415,1723
860416,0
860417,0
860418,2647
860419,3256
860420,3256
860423,818
860424,2037
860425,0
860426,3257
860427,818
860428,1476
860429,2037
860430,3563
860501,3256
860502,3321
860503,513
860507,4080
860508,2037
860513,4171
860517,3256
860519,2037
860520,2647
860521,4476
860522,0
860523,3012
860524,3866
860526,3561
860527,3256
860528,2342
860529,0
860530,0
860601,1468
860602,1629
860603,2037
860604,41
860605,2647
860606,2037
860607,3725
860608,3448
860609,2037
860610,5187
860611,2753
860612,3072
860613,3959
860614,5033
860615,5390
860616,5950
860617,6000
860618,3561
860619,208
860620,3316
860621,4280
860622,4558
860623,0
860624,2417
860625,513
860626,208
860627,2075
860628,2818
860629,2647
860630,3323
860701,2037
860702,208
860703,2647
860704,2097
860705,208
860706,2121
860707,2647
860708,0
860709,2037
860710,1123
860711,3326
860712,3256
860714,513
860715,3605
860716,2342
860717,818
860718,1557
860719,513
860720,3561
860721,1123
860722,2037
860723,2809
860724,2647
860725,2925
860725,2925
860726,3256
860727,208
860728,3256
860729,2647
860730,4330
860731,4330
860801,4299
860802,5019
860803,4340
860804,3988
860805,4476
860806,3256
860807,2930
860808,2647
860809,2037
860810,3528
860811,3256
860812,2647
860813,1954
860814,0
860815,0
860816,3443
860817,3748
860818,1123
860819,3471
860820,0
860821,3309
860822,3256
860823,513
860824,208
860825,1634
860827,0
860828,1576
860829,2347
860830,1805
860831,2647
860901,3302
860903,208
860904,2647
860905,3256
860906,2140
860907,2647
860908,0
860909,2037
860910,1123
860911,0
860912,1553
860913,2037
860914,0
860915,2037
860916,2952
860917,818
860918,3688
860919,1732
860921,2037
860922,1544
860923,2818
860924,0
860925,0
860926,0
860927,2129
860928,2647
860929,1469
860930,0
861001,0
861002,1459
861003,1123
861004,0
861005,0
861006,0
861007,0
861008,2275
861010,41
861012,373
861013,194
861014,1139
861016,0
861017,818
861018,818
861019,0
861021,0
861022,3093
861023,0
861024,0
861025,208
861026,2167
861028,0
861029,818
861030,818
861031,818
861101,1480
861102,324
861103,0
861104,0
861105,208
861106,818
861107,0
861108,2647
861109,0
861110,818
861112,0
861113,106
861114,346
861115,364
861116,208
861117,0
861118,0
861119,0
861120,0
861121,1002
861122,0
861123,208
861124,29
861125,29
861126,677
861127,924
861128,0
861129,513
861130,0
861201,1668
861202,1123
861205,0
861206,0
861208,513
861209,0
861210,0
861211,208
861212,29
861213,425
861214,449
861215,513
861217,29
861218,208
861219,353
861220,0
861221,0
861223,918
861225,29
861226,0
861228,1123
861229,0
861230,0
870101,0
870102,818
870103,1796
870104,513
870105,513
870108,0
870111,0
870112,513
870113,395
870114,547
870115,573
870119,208
870121,0
870122,208
870124,208
870125,1123
870127,208
870128,219
870129,0
870130,818
870131,0
870201,0
870203,514
870204,0
870205,1445
870206,1523
870207,0
870209,969
870210,1123
870211,0
870213,1488
870214,1446
870216,1718
870222,794
870223,889
870224,2757
870228,1349
870301,1009
870303,1844
870305,1568
870306,1024
870307,1123
870309,2037
870310,0
870311,2128
870312,2647
870313,2037
870318,1428
870319,3122
870320,2037
870321,1951
870322,2647
870327,2037
870331,1958
870404,2037
870405,0
870406,1123
870407,1463
870408,2342
870409,3262
870411,2647
870413,0
870414,2342
870415,2535
870417,3285
870418,2647
870419,4247
870420,2342
870421,1518
870422,2362
870424,3367
870425,2647
870426,2647
870427,2993
870428,3766
870429,3812
870501,3841
870502,3395
870503,1732
870504,1732
870505,2364
870506,0
870507,818
870509,2769
870511,3428
870512,3558
870514,2697
870515,0
870517,1505
870518,2647
870519,3124
870520,208
870521,2952
870522,123
870523,513
870524,0
870525,2725
870526,2342
870528,4090
870529,2816
870530,3329
870531,3551
870601,3270
870602,3256
870603,3866
870604,1579
870605,1583
870606,2693
870607,2037
870610,2037
870611,1123
870612,4476
870613,2647
870614,2037
870615,4483
870616,0
870617,4280
870618,129
870619,3340
870620,3256
870621,3256
870622,4476
870623,3312
870624,2647
870625,4776
870626,3256
870627,3064
870628,3545
870630,0
870701,3342
870702,3879
870703,0
870704,3587
870705,5467
870706,3256
870707,4476
870708,4476
870709,4918
870710,4845
870711,4250
870712,4003
870713,4043
870714,2037
870715,3339
870716,3256
870717,0
870718,4210
870719,4250
870720,2647
870721,1123
870722,0
870723,3126
870725,0
870725,0
870726,0
870727,3118
870728,0
870729,2037
870730,2800
870801,2751
870802,3256
870803,3580
870804,2842
870806,2037
870807,2037
870808,0
870809,2037
870810,2264
870812,2468
870813,1732
870814,2668
870815,4081
870817,2037
870818,2647
870820,3320
870821,3436
870823,0
870824,1576
870825,1123
870826,0
870827,0
870828,818
870829,2845
870830,0
870831,2647
870901,3690
870902,2647
870903,2037
870904,2647
870905,0
870906,2037
870907,2037
870908,3328
870909,2647
870911,0
870912,3256
870913,0
870914,3561
870915,0
870916,1505
870917,3256
870918,0
870920,3533
870921,3389
870922,2037
870923,1595
870924,2037
870925,2749
870926,1517
870927,0
870928,3580
870929,3256
870930,3411
871001,0
871002,2342
871003,2647
871004,0
871005,2647
871006,2886
871007,1123
871008,2952
871009,3974
871010,2037
871011,3256
871012,1584
871013,3000
871014,0
871015,2037
871016,2037
871017,1861
871021,1045
871022,2037
871023,1498
871024,1123
871025,1123
871026,1552
871027,0
871030,71
871031,2037
871101,0
871102,0
871103,1123
871104,1503
871105,0
871106,824
871107,1123
871108,0
871109,2259
871110,1539
871111,1123
871112,2666
871113,1732
871114,513
871115,0
871116,0
871117,851
871118,2179
871120,339
871122,818
871123,566
871124,0
871126,0
871127,1409
871128,898
871129,0
871130,0
871202,1123
871203,0
871204,513
871205,0
871206,0
871207,738
871209,0
871210,0
871211,513
871212,1123
871213,0
871214,0
871215,818
871216,877
871217,208
871218,29
871219,208
871220,0
871221,818
871222,513
871225,0
871226,587
871229,251
871230,0
871231,1399
880101,1523
880102,596
880103,545
880104,0
880105,266
880106,0
880107,0
880108,1123
880109,1840
880111,818
880112,0
880114,568
880115,513
880116,350
880118,0
880121,1428
880122,0
880123,1173
880124,89
880126,1180
880128,513
880129,0
880130,1472
880131,2496
880201,0
880202,0
880203,0
880204,0
880205,425
880206,1497
880207,0
880208,513
880209,0
880212,1392
880214,3256
880219,1640
880222,1464
880223,2037
880226,0
880227,1123
880228,818
880301,513
880304,1151
880305,2176
880307,2566
880308,1411
880309,2446
880312,2743
880313,2647
880314,2307
880316,4526
880317,2647
880318,1123
880319,1497
880320,1284
880323,4100
880324,2037
880326,2952
880327,2647
880328,5211
880329,4476
880330,898
880403,1123
880404,2647
880405,3443
880408,1489
880411,818
880413,2647
880414,4140
880416,2647
880417,0
880418,0
880419,2126
880421,3145
880422,818
880423,4476
880424,2647
880425,2753
880426,2647
880428,3256
880429,0
880430,2647
880501,3178
880502,2647
880503,2647
880505,4503
880506,3256
880507,3392
880508,3780
880509,0
880511,3601
880514,2914
880515,4240
880516,4307
880517,0
880518,127
880519,0
880520,1428
880521,905
880523,3323
880524,2647
880526,1536
880527,3417
880529,1123
880530,3390
880531,1123
880601,3256
880602,2647
880603,2647
880604,2952
880606,208
880607,4462
880608,3561
880609,2647
880610,3256
880612,0
880613,208
880614,5096
880615,3561
880616,3256
880617,3256
880618,3256
880619,3256
880620,3335
880621,3582
880622,3561
880623,1565
880624,208
880625,254
880626,0
880627,0
880629,208
880630,0
880701,208
880702,2037
880703,2647
880704,215
880705,0
880706,155
880707,1557
880708,4063
880709,2647
880710,3256
880711,2647
880712,2948
880713,2647
880714,4171
880715,0
880716,3256
880717,3559
880718,2647
880719,2037
880720,0
880723,3256
880725,0
880725,0
880726,4350
880727,3902
880730,2647
880731,0
880801,1123
880802,0
880803,3256
880804,2647
880805,1140
880806,2037
880807,818
880808,0
880809,0
880810,0
880811,2037
880812,0
880813,2037
880814,2647
880815,3320
880816,208
880817,0
880818,1123
880819,0
880820,2037
880821,3318
880822,0
880823,2647
880824,52
880826,1123
880827,0
880829,513
880830,0
880831,1510
880901,513
880902,0
880903,0
880904,2647
880905,2692
880906,2647
880907,2037
880908,3034
880909,0
880914,0
880915,2908
880916,0
880917,1548
880918,2932
880919,2647
880920,2037
880921,513
880922,0
880923,21
880924,1862
880926,2655
880927,2495
880929,1123
881003,513
881004,3561
881005,0
881007,0
881008,208
881009,1892
881011,2399
881012,2614
881013,1561
881015,2647
881016,1123
881017,1557
881018,2134
881019,0
881020,208
881021,1503
881022,2952
881023,2830
881024,1123
881025,1511
881026,2342
881027,1481
881028,2656
881029,818
881030,0
881031,2037
881101,2037
881102,1123
881103,2342
881104,1462
881105,1479
881106,0
881107,513
881108,2371
881109,0
881110,818
881111,2037
881112,0
881113,594
881115,0
881116,1428
881117,1463
881119,208
881120,1438
881121,913
881123,513
881124,513
881125,0
881126,0
881127,818
881129,513
881130,0
881202,513
881203,513
881209,513
881210,208
881211,0
881212,208
881213,208
881214,229
881215,513
881217,208
881218,29
881219,513
881220,818
881221,1716
881222,0
881223,1432
881224,0
881225,513
881226,0
881229,833
881230,0
890101,513
890103,380
890104,0
890105,0
890106,0
890108,0
890109,1123
890112,1407
890114,1123
890116,0
890118,996
890122,0
890123,820
890125,0
890126,2041
890128,0
890129,0
890131,513
890201,513
890202,1404
890203,2543
890204,0
890206,253
890207,0
890208,564
890209,386
890210,441
890211,0
890212,1472
890213,0
890214,1772
890215,2647
890216,2168
890217,0
890218,1123
890219,1003
890221,2168
890223,1548
890224,1123
890225,0
890226,2647
890227,2647
890228,2684
890302,4476
890303,30
890304,513
890305,1397
890306,1472
890308,1123
890309,2037
890311,2747
890312,0
890313,0
890314,0
890315,0
890316,1464
890318,4171
890319,2647
890322,513
890324,0
890327,2552
890329,2070
890330,3396
890331,2813
890401,2342
890403,3256
890406,3036
890409,4476
890410,0
890411,1268
890412,1194
890414,2285
890415,3256
890416,2342
890417,4241
890420,3256
890422,2037
890423,4180
890426,4476
890503,4476
890507,2647
890508,4270
890509,4565
890510,2037
890515,3872
890517,2255
890518,1123
890519,3531
890520,4143
890521,3730
890522,4476
890523,1543
890524,6378
890525,5900
890526,4170
890527,3256
890529,3267
890530,4476
890531,4476
890602,0
890604,2647
890605,4711
890606,3638
890607,3256
890609,818
890610,3256
890611,3256
890612,0
890614,1732
890615,2037
890616,1732
890618,0
890620,4476
890621,1557
890622,4835
890623,0
890625,4476
890626,0
890627,4260
890629,2647
890630,2647
890701,4211
890702,4476
890703,4476
890706,3256
890708,4486
890709,4589
890710,3561
890711,4270
890712,2647
890714,2037
890716,0
890718,0
890722,213
890723,2099
890724,0
890725,818
890725,818
890726,0
890727,0
890728,3066
890730,3177
890731,2037
890801,208
890802,123
890803,2647
890804,2924
890805,0
890806,2647
890808,1568
890809,2037
890810,84
890811,0
890812,0
890813,2952
890814,2796
890815,2974
890817,3318
890818,3256
890820,1551
890821,2647
890822,1531
890824,3256
890825,3256
890826,3383
890827,818
890828,1545
890829,1557
890830,0
890831,1123
890902,3256
890903,2037
890904,0
890905,3318
890906,2647
890907,1539
890908,3256
890909,4334
890910,3256
890911,2342
890912,656
890913,3256
890914,1732
890915,0
890916,2342
890918,2037
890920,0
890921,3393
890922,2037
890923,1324
890924,1123
890925,0
890926,3100
890927,1592
890928,2037
890929,2952
890930,3256
891001,2757
891002,2647
891004,0
891005,20
891006,0
891008,0
891009,0
891011,2037
891014,513
891015,1516
891016,3038
891017,3054
891018,291
891019,1453
891020,720
891021,911
891022,1854
891024,1552
891025,1428
891026,0
891027,1477
891028,1123
891029,0
891030,1466
891031,2037
891105,0
891106,1468
891107,0
891109,0
891113,513
891114,0
891117,208
891119,0
891120,513
891121,513
891122,818
891123,1123
891124,632
891125,513
891127,0
891129,1748
891130,0
891201,0
891202,515
891203,1549
891205,208
891207,0
891208,0
891209,712
891210,0
891211,0
891217,29
891219,1428
891221,513
891222,208
891223,256
891228,0
891229,818
891230,10
891231,10
900101,513
900103,0
900104,0
900109,0
900110,818
900111,1018
900117,29
900119,0
900120,0
900121,1123
900122,715
900123,0
900125,1770
900126,818
900127,513
900130,2037
900131,40
900202,818
900206,39
900213,0
900214,2731
900215,2146
900221,0
900227,0
900228,208
900301,208
900302,2037
900303,2463
900304,1460
900305,0
900306,2037
900308,1759
900309,558
900310,0
900311,658
900312,1375
900314,2037
900315,2647
900316,2373
900317,2342
900319,3722
900320,1550
900321,2037
900322,3256
900325,1482
900326,2938
900329,2647
900330,208
900401,2037
900402,208
900404,2290
900405,3053
900406,861
900407,1170
900408,1123
900409,2037
900411,2148
900415,3543
900416,4476
900417,4267
900418,90
900419,353
900420,71
900421,1838
900422,4766
900423,2342
900424,3256
900425,1194
900426,0
900427,2647
900428,3023
900429,3587
900430,4080
900501,0
900502,513
900503,818
900504,2037
900505,1123
900506,2102
900507,2037
900508,3999
900509,4140
900511,2037
900512,3472
900515,4618
900516,4543
900517,3058
900518,3256
900519,3452
900520,4100
900522,3256
900524,3256
900525,4190
900526,4480
900527,3256
900528,2647
900529,3912
900530,3082
900601,4730
900602,3866
900603,1662
900604,2647
900606,4966
900607,4961
900609,3256
900610,818
900611,0
900612,818
900613,3256
900614,3796
900615,4105
900616,4171
900618,0
900620,0
900621,3256
900622,4476
900624,4780
900625,4621
900626,818
900627,4599
900628,4476
900629,4340
900702,4330
900703,2849
900704,2647
900705,1123
900706,513
900707,2037
900708,3256
900709,2037
900710,1186
900711,818
900712,1582
900714,2037
900715,1510
900716,2647
900717,2037
900719,0
900720,2971
900721,3256
900722,3704
900723,2647
900724,2037
900725,818
900725,818
900726,3256
900727,3256
900728,3811
900729,2310
900730,295
900801,2760
900802,2051
900803,0
900804,2882
900805,1123
900806,2323
900807,1947
900809,2037
900810,3256
900811,3054
900812,3883
900813,0
900816,1123
900817,0
900818,2037
900819,2647
900820,3372
900821,0
900822,1583
900823,0
900824,2647
900825,3195
900826,2869
900827,2647
900828,3256
900829,2037
900830,2973
900831,2960
900901,2447
900902,2769
900903,3605
900904,2744
900905,0
900906,1123
900907,2037
900908,1297
900909,2071
900910,3256
900911,3256
900912,3514
900913,2886
900914,3256
900915,2037
900916,2647
900917,1123
900919,2037
900920,2178
900921,1123
900922,2037
900923,0
900924,1008
900925,1084
900926,2727
900927,2565
900928,2930
900929,513
900930,0
901001,513
901002,574
901003,2037
901004,1903
901007,2853
901009,2647
901010,1543
901011,1123
901012,3156
901013,1506
901014,2037
901015,2173
901016,2600
901017,3489
901018,1535
901019,1123
901020,2647
901022,1194
901023,924
901025,1123
901026,1428
901027,1541
901028,0
901029,1123
901030,2037
901031,2187
901101,1512
901102,513
901103,49
901104,214
901105,0
901106,536
901107,0
901108,0
901109,0
901110,0
901111,651
901112,224
901113,513
901114,513
901116,513
901118,513
901119,522
901120,0
901122,1732
901123,0
901125,0
901126,30
901128,0
901129,1123
901130,513
901201,411
901202,1123
901203,1123
901204,0
901205,344
901206,288
901208,559
901209,0
901210,269
901211,0
901212,0
901213,0
901214,0
901215,0
901216,137
901217,0
901218,513
901220,0
901223,513
901224,0
901225,55
901226,0
901227,513
901228,67
901229,0
901231,524
910101,0
910102,0
910103,513
910104,196
910105,0
910106,0
910107,226
910108,922
910109,1123
910110,561
910111,0
910113,525
910114,513
910115,1142
910118,1236
910119,1451
910120,1123
910121,0
910123,534
910124,1395
910125,1408
910128,1386
910131,513
910203,312
910204,818
910205,1520
910206,1489
910208,1778
910210,818
910211,1123
910212,1123
910213,0
910214,1755
910215,1301
910216,723
910218,2986
910219,2647
910220,2037
910221,1199
910223,1158
910225,0
910227,1453
910228,2207
910301,0
910303,2037
910305,904
910306,2037
910307,2647
910308,2499
910310,1732
910311,1123
910314,2037
910316,1732
910318,2037
910320,0
910322,0
910324,1472
910325,3339
910328,2116
910329,513
910331,2203
910401,2037
910402,1449
910403,2037
910404,3611
910406,3798
910407,3256
910408,4476
910409,3256
910412,3980
910414,2991
910415,2782
910416,4110
910417,4691
910418,4272
910419,3715
910420,3256
910421,3753
910422,3561
910424,4050
910425,3539
910426,4476
910427,2908
910428,3256
910430,3784
910501,2082
910503,4695
910504,4040
910506,2259
910507,2037
910509,2919
910510,1451
910511,3256
910513,3080
910514,3561
910516,1123
910519,3760
910520,0
910522,426
910523,2685
910524,3256
910525,3702
910526,4093
910527,4476
910528,4220
910529,0
910530,4476
910531,3074
910601,2037
910602,2342
910603,2647
910604,3144
910605,4022
910606,2037
910607,818
910608,3664
910609,4977
910610,0
910611,818
910615,1123
910616,3740
910617,3419
910618,4290
910619,5695
910620,513
910621,4306
910623,4437
910624,4890
910625,4476
910626,4516
910627,5125
910628,4476
910629,3561
910630,0
910701,3256
910702,3866
910703,0
910704,3510
910705,3561
910706,3426
910707,3888
910708,208
910709,3288
910711,4029
910712,3561
910713,2037
910714,2357
910715,1558
910718,2037
910719,2063
910720,3256
910721,0
910722,1567
910723,2037
910724,1215
910725,2037
910725,2037
910726,1551
910727,1567
910728,0
910729,0
910730,2268
910731,1788
910801,2475
910802,1303
910803,3256
910804,818
910805,1123
910806,2647
910807,2581
910808,2037
910809,2037
910810,1123
910811,1553
910812,1123
910813,2647
910814,2946
910815,2037
910816,1564
910817,0
910818,52
910819,1123
910821,3549
910822,2701
910823,0
910824,1732
910825,2647
910826,2342
910827,2495
910828,2817
910829,0
910830,3608
910831,3256
910901,2647
910902,2647
910903,2881
910904,1123
910905,2331
910906,2037
910907,1551
910908,3143
910909,3256
910910,0
910911,1123
910913,208
910914,2681
910915,3297
910916,3142
910917,2386
910918,1661
910919,315
910920,513
910921,864
910922,1123
910923,818
910924,1559
910927,0
910928,2811
910929,2647
910930,2889
911001,2252
911002,2466
911003,2673
911004,3455
911005,2037
911006,1541
911007,1732
911008,1554
911009,2647
911010,3256
911011,3180
911013,2037
911014,3376
911015,1123
911017,818
911020,818
911021,0
911022,1123
911023,3020
911024,3015
911025,1450
911026,0
911027,1776
911028,2037
911029,818
911030,0
911031,182
911101,780
911102,589
911103,20
911104,780
911105,954
911107,1080
911108,0
911109,480
911110,480
911111,480
911113,0
911114,873
911116,1680
911117,0
911118,180
911119,1550
911120,1980
911121,675
911122,346
911123,2040
911124,1516
911125,0
911127,480
911128,236
911129,0
911130,1980
911201,0
911202,625
911203,780
911204,0
911205,0
911206,287
911207,0
911208,480
911209,0
911210,0
911211,180
911213,480
911214,651
911218,950
911220,20
911221,0
911224,929
911228,0
911229,480
911231,0
920101,0
920102,638
920106,180
920107,0
920108,180
920111,427
920112,314
920113,0
920114,180
920115,67
920116,480
920117,134
920118,601
920119,780
920120,268
920121,180
920123,180
920124,0
920125,318
920126,907
920127,709
920128,780
920129,780
920130,780
920131,780
920201,312
920202,705
920203,1399
920204,0
920205,0
920206,1680
920209,180
920210,1680
920211,2223
920213,0
920214,480
920215,0
920216,849
920217,2880
920218,2859
920220,1170
920221,917
920222,2360
920224,2721
920226,2097
920301,0
920302,0
920303,1680
920305,1342
920306,0
920309,1369
920310,1398
920311,1980
920312,2661
920313,1980
920314,2682
920315,3265
920318,1680
920319,1980
920321,2580
920322,3180
920323,2580
920324,2750
920326,2280
920327,3867
920328,109
920330,2084
920331,1980
920401,480
920402,1629
920403,1766
920404,2469
920405,0
920406,0
920407,3451
920408,3204
920409,3499
920410,3876
920411,3796
920413,3532
920414,180
920415,2754
920416,3180
920418,2935
920419,1351
920420,2880
920421,3281
920423,4110
920424,3180
920425,2580
920426,2580
920428,2580
920429,4466
920501,3180
920502,4490
920503,2580
920504,0
920505,0
920506,3388
920507,0
920508,92
920509,1462
920510,72
920511,2695
920512,3475
920514,4154
920515,3933
920516,3983
920517,3180
920518,3640
920519,0
920520,2613
920521,1557
920522,3114
920523,780
920524,780
920525,1080
920526,180
920527,1980
920528,2808
920529,4085
920530,2128
920531,2880
920601,2580
920602,0
920603,3480
920604,0
920605,3710
920607,4470
920608,180
920609,480
920610,2580
920611,1980
920612,0
920613,3180
920614,3307
920616,3480
920617,3660
920618,1536
920620,2580
920621,3480
920622,0
920623,3180
920624,0
920625,0
920626,480
920627,0
920628,4230
920629,4434
920630,4778
920701,4653
920703,3180
920704,1080
920705,1080
920706,4551
920707,4380
920708,434
920709,4380
920710,2598
920711,0
920712,180
920713,0
920714,0
920715,3180
920716,2580
920717,0
920718,780
920719,2580
920720,2580
920722,2580
920723,2580
920724,62
920725,1980
920725,1980
920726,780
920727,1980
920728,2580
920729,3732
920731,2114
